user_count,skilltest_tenure,hr_tenure,fp_tenure,longest_tenure_type,longest_tenure_days,all_rates,mean_rate,median_rate
29072,"[416, 13, 1]","[144, 4, 0, [16.3, 15.0], 15.65, 15.65]","[138, 4, 0, 'None', 'None', 'None']",,0,"[16.3, 15.0]",15.65,15.65
29073,None,"[35, 1, 0, [19.0], 19.0, 19.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[19.0],19.0,19.0
29074,None,None,"[109, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29075,"[695, 23, 1]",None,"[691, 23, 1, 'None', 'None', 'None']",,0,[],None,None
29076,"[136, 4, 0]",None,"[94, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29077,"[110, 3, 0]","[0, 0, 0, [14.5, 15.0, 12.0], 13.83, 14.5]","[79, 2, 0, 'None', 'None', 'None']",,0,"[14.5, 15.0, 12.0]",13.83,14.5
29078,None,None,"[101, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29079,None,None,None,None,None,[],None,None
29080,"[54, 1, 0]","[0, 0, 0, [10.0], 10.0, 10.0]","[26, 0, 0, 'None', 'None', 'None']",,0,[10.0],10.0,10.0
29081,None,"[30, 1, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
29082,"[841, 28, 2]",None,"[837, 27, 2, 'None', 'None', 'None']",,0,[],None,None
29083,"[63, 2, 0]",None,"[46, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29084,None,None,"[89, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29085,None,None,"[102, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29086,None,None,"[18, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29087,None,None,"[122, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29088,None,None,"[24, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29089,None,None,"[87, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29090,"[463, 15, 1]","[107, 3, 0, [13.0], 13.0, 13.0]","[87, 2, 0, 'None', 'None', 'None']",,0,[13.0],13.0,13.0
29091,"[68, 2, 0]","[0, 0, 0, [20.0], 20.0, 20.0]","[62, 2, 0, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29092,"[88, 2, 0]","[0, 0, 0, [45.0], 45.0, 45.0]","[66, 2, 0, 'None', 'None', 'None']",,0,[45.0],45.0,45.0
29093,"[132, 4, 0]",None,"[119, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29094,"[1790, 59, 4]",None,None,,0,[],None,None
29095,"[648, 21, 1]","[0, 0, 0, [23.0], 23.0, 23.0]",None,,0,[23.0],23.0,23.0
29096,None,None,"[605, 20, 1, 'None', 'None', 'None']",,0,[],None,None
29097,"[134, 4, 0]",None,"[124, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29098,"[1219, 40, 3]",None,"[1025, 34, 2, 'None', 'None', 'None']",,0,[],None,None
29099,"[332, 11, 0]","[0, 0, 0, [8.0], 8.0, 8.0]","[148, 4, 0, 'None', 'None', 'None']",,0,[8.0],8.0,8.0
29100,"[116, 3, 0]",None,"[50, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29101,"[171, 5, 0]",None,"[163, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29102,None,None,"[32, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29103,"[907, 30, 2]","[878, 29, 2, [11.11], 11.11, 11.11]","[488, 16, 1, 'None', 'None', 'None']",,0,[11.11],11.11,11.11
29104,"[1271, 42, 3]",None,"[819, 27, 2, 'None', 'None', 'None']",,0,[],None,None
29105,"[403, 13, 1]",None,"[38, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29106,"[403, 13, 1]","[377, 12, 1, [20.0], 20.0, 20.0]","[373, 12, 1, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29107,"[175, 5, 0]",None,"[147, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29108,None,None,"[61, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29109,"[905, 30, 2]","[248, 8, 0, [8.0, 8.0], 8.0, 8.0]","[746, 24, 2, 'None', 'None', 'None']",,0,"[8.0, 8.0]",8.0,8.0
29110,"[709, 23, 1]",None,"[268, 8, 0, 'None', 'None', 'None']",,0,[],None,None
29111,"[201, 6, 0]",None,"[182, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29112,"[58, 1, 0]",None,"[42, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29113,"[506, 16, 1]","[467, 15, 1, [13.0, 12.22], 12.61, 12.61]",None,,0,"[13.0, 12.22]",12.61,12.61
29114,"[2233, 74, 6]","[1852, 61, 5, [15.0], 15.0, 15.0]",None,,0,[15.0],15.0,15.0
29115,"[1572, 52, 4]",None,None,,0,[],None,None
29116,"[529, 17, 1]","[0, 0, 0, [18.0, 15.0], 16.5, 16.5]",None,,0,"[18.0, 15.0]",16.5,16.5
29117,"[638, 21, 1]",None,"[389, 12, 1, 'None', 'None', 'None']",,0,[],None,None
29118,None,"[46, 1, 0, [30.0], 30.0, 30.0]",None,,0,[30.0],30.0,30.0
29119,"[1167, 38, 3]",None,"[747, 24, 2, 'None', 'None', 'None']",,0,[],None,None
29120,None,"[85, 2, 0, [60.0], 60.0, 60.0]",None,,0,[60.0],60.0,60.0
29121,None,None,None,None,None,[],None,None
29122,"[1924, 64, 5]","[1615, 53, 4, [61.11, 61.11, 61.11], 61.11, 61.11]","[1922, 64, 5, 'None', 'None', 'None']",,0,"[61.11, 61.11, 61.11]",61.11,61.11
29123,"[588, 19, 1]",None,"[551, 18, 1, 'None', 'None', 'None']",,0,[],None,None
29124,"[50, 1, 0]",None,"[30, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29125,None,None,"[26, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29126,None,None,"[89, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29127,None,None,"[17, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29128,None,None,"[30, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29129,None,None,"[99, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29130,None,None,"[94, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29131,None,None,"[107, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29132,None,None,"[40, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29133,"[711, 23, 1]",None,"[485, 16, 1, 'None', 'None', 'None']",,0,[],None,None
29134,"[284, 9, 0]",None,"[196, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29135,"[43, 1, 0]",None,"[34, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29136,"[797, 26, 2]",None,"[783, 26, 2, 'None', 'None', 'None']",,0,[],None,None
29137,"[136, 4, 0]",None,"[131, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29138,"[241, 8, 0]","[191, 6, 0, [10.0, 9.0], 9.5, 9.5]",None,,0,"[10.0, 9.0]",9.5,9.5
29139,None,"[0, 0, 0, [12.0], 12.0, 12.0]",None,,0,[12.0],12.0,12.0
29140,None,None,None,None,None,[],None,None
29141,None,None,"[37, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29142,"[81, 2, 0]",None,"[81, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29143,"[1025, 34, 2]",None,"[412, 13, 1, 'None', 'None', 'None']",,0,[],None,None
29144,"[277, 9, 0]",None,"[272, 9, 0, 'None', 'None', 'None']",,0,[],None,None
29145,"[1512, 50, 4]",None,"[995, 33, 2, 'None', 'None', 'None']",,0,[],None,None
29146,None,"[0, 0, 0, [15.0], 15.0, 15.0]","[171, 5, 0, 'None', 'None', 'None']",,0,[15.0],15.0,15.0
29147,"[179, 5, 0]","[0, 0, 0, [16.0], 16.0, 16.0]","[177, 5, 0, 'None', 'None', 'None']",,0,[16.0],16.0,16.0
29148,"[345, 11, 0]","[38, 1, 0, [20.0, 20.0], 20.0, 20.0]","[340, 11, 0, 'None', 'None', 'None']",,0,"[20.0, 20.0]",20.0,20.0
29149,None,None,"[100, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29150,"[346, 11, 0]","[0, 0, 0, [7.0, 10.0], 8.5, 8.5]","[327, 10, 0, 'None', 'None', 'None']",,0,"[7.0, 10.0]",8.5,8.5
29151,"[601, 20, 1]",None,"[605, 20, 1, 'None', 'None', 'None']",,0,[],None,None
29152,"[50, 1, 0]","[18, 0, 0, [10.0, 10.0], 10.0, 10.0]","[0, 0, 0, 'None', 'None', 'None']",,0,"[10.0, 10.0]",10.0,10.0
29153,"[46, 1, 0]",None,"[28, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29154,"[1651, 55, 4]","[905, 30, 2, [10.0, 4.0, 3.33], 5.78, 4.0]","[942, 31, 2, 'None', 'None', 'None']",,0,"[10.0, 4.0, 3.33]",5.78,4.0
29155,"[46, 1, 0]",None,"[39, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29156,"[1649, 54, 4]","[1534, 51, 4, [8.89, 6.0], 7.45, 7.45]","[1654, 55, 4, 'None', 'None', 'None']",,0,"[8.89, 6.0]",7.45,7.45
29157,None,None,"[192, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29158,None,None,"[33, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29159,"[2075, 69, 5]","[2014, 67, 5, [8.89, 11.11, 14.44], 11.48, 11.11]",None,,0,"[8.89, 11.11, 14.44]",11.48,11.11
29160,None,None,"[19, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29161,None,None,"[580, 19, 1, 'None', 'None', 'None']",,0,[],None,None
29162,"[40, 1, 0]",None,"[21, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29163,"[103, 3, 0]",None,"[81, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29164,"[473, 15, 1]",None,"[521, 17, 1, 'None', 'None', 'None']",,0,[],None,None
29165,"[1124, 37, 3]",None,"[455, 15, 1, 'None', 'None', 'None']",,0,[],None,None
29166,"[761, 25, 2]","[0, 0, 0, [30.0], 30.0, 30.0]","[717, 23, 1, 'None', 'None', 'None']",,0,[30.0],30.0,30.0
29167,"[319, 10, 0]","[281, 9, 0, [18.0], 18.0, 18.0]","[317, 10, 0, 'None', 'None', 'None']",,0,[18.0],18.0,18.0
29168,"[800, 26, 2]",None,"[336, 11, 0, 'None', 'None', 'None']",,0,[],None,None
29169,"[1347, 44, 3]","[0, 0, 0, [10.0], 10.0, 10.0]",None,,0,[10.0],10.0,10.0
29170,None,"[0, 0, 0, [42.5], 42.5, 42.5]","[54, 1, 0, 'None', 'None', 'None']",,0,[42.5],42.5,42.5
29171,"[590, 19, 1]",None,"[379, 12, 1, 'None', 'None', 'None']",,0,[],None,None
29172,None,None,"[89, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29173,None,"[0, 0, 0, [30.0], 30.0, 30.0]","[679, 22, 1, 'None', 'None', 'None']",,0,[30.0],30.0,30.0
29174,"[1578, 52, 4]",None,"[18, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29175,"[2984, 99, 8]","[2943, 98, 8, [17.0, 17.0, 16.0, 17.0, 9.0, 19.0, 15.56, 14.0, 14.0, 12.5, 12.5, 16.0, 10.0, 9.44, 9.0, 11.11], 13.69, 14.0]","[2597, 86, 7, 'None', 'None', 'None']",,0,"[17.0, 17.0, 16.0, 17.0, 9.0, 19.0, 15.56, 14.0, 14.0, 12.5, 12.5, 16.0, 10.0, 9.44, 9.0, 11.11]",13.69,14.0
29176,None,"[0, 0, 0, [10.0], 10.0, 10.0]","[57, 1, 0, 'None', 'None', 'None']",,0,[10.0],10.0,10.0
29177,None,None,"[46, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29178,"[866, 28, 2]",None,"[651, 21, 1, 'None', 'None', 'None']",,0,[],None,None
29179,"[144, 4, 0]","[121, 4, 0, [7.0], 7.0, 7.0]","[194, 6, 0, 'None', 'None', 'None']",,0,[7.0],7.0,7.0
29180,"[361, 12, 0]","[298, 9, 0, [3.0], 3.0, 3.0]","[305, 10, 0, 'None', 'None', 'None']",,0,[3.0],3.0,3.0
29181,None,None,"[601, 20, 1, 'None', 'None', 'None']",,0,[],None,None
29182,"[57, 1, 0]","[55, 1, 0, [12.0], 12.0, 12.0]",None,,0,[12.0],12.0,12.0
29183,"[826, 27, 2]",None,"[630, 21, 1, 'None', 'None', 'None']",,0,[],None,None
29184,"[329, 10, 0]","[320, 10, 0, [59.0, 20.0], 39.5, 39.5]","[325, 10, 0, 'None', 'None', 'None']",,0,"[59.0, 20.0]",39.5,39.5
29185,None,None,"[53, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29186,"[241, 8, 0]","[0, 0, 0, [13.0], 13.0, 13.0]",None,,0,[13.0],13.0,13.0
29187,None,None,"[86, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29188,"[350, 11, 0]",None,"[356, 11, 0, 'None', 'None', 'None']",,0,[],None,None
29189,None,None,"[139, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29190,None,"[73, 2, 0, [10.0, 10.0], 10.0, 10.0]","[86, 2, 0, 'None', 'None', 'None']",,0,"[10.0, 10.0]",10.0,10.0
29191,"[201, 6, 0]",None,"[187, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29192,None,None,"[24, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29193,None,None,"[48, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29194,"[52, 1, 0]",None,"[13, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29195,None,None,"[87, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29196,"[1241, 41, 3]",None,"[24, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29197,"[585, 19, 1]",None,"[573, 19, 1, 'None', 'None', 'None']",,0,[],None,None
29198,"[137, 4, 0]","[0, 0, 0, [12.0, 15.0], 13.5, 13.5]",None,,0,"[12.0, 15.0]",13.5,13.5
29199,None,"[0, 0, 0, [16.5], 16.5, 16.5]",None,,0,[16.5],16.5,16.5
29200,None,"[0, 0, 0, [32.0], 32.0, 32.0]","[39, 1, 0, 'None', 'None', 'None']",,0,[32.0],32.0,32.0
29201,None,None,"[75, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29202,None,"[66, 2, 0, [10.0], 10.0, 10.0]",None,,0,[10.0],10.0,10.0
29203,None,None,"[151, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29204,None,"[155, 5, 0, [30.0, 25.0], 27.5, 27.5]",None,,0,"[30.0, 25.0]",27.5,27.5
29205,None,"[0, 0, 0, [22.22], 22.22, 22.22]",None,,0,[22.22],22.22,22.22
29206,"[398, 13, 1]","[321, 10, 0, [10.0, 5.0], 7.5, 7.5]","[327, 10, 0, 'None', 'None', 'None']",,0,"[10.0, 5.0]",7.5,7.5
29207,"[1149, 38, 3]",None,None,,0,[],None,None
29208,"[42, 1, 0]",None,"[44, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29209,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29210,"[1662, 55, 4]","[1503, 50, 4, [38.89, 33.33, 27.78], 33.33, 33.33]",None,,0,"[38.89, 33.33, 27.78]",33.33,33.33
29211,None,None,"[291, 9, 0, 'None', 'None', 'None']",,0,[],None,None
29212,"[219, 7, 0]","[0, 0, 0, [15.0, 12.5], 13.75, 13.75]",None,,0,"[15.0, 12.5]",13.75,13.75
29213,None,None,None,None,None,[],None,None
29214,None,"[0, 0, 0, [35.0], 35.0, 35.0]","[342, 11, 0, 'None', 'None', 'None']",,0,[35.0],35.0,35.0
29215,None,None,"[47, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29216,None,None,"[48, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29217,None,None,"[94, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29218,"[790, 26, 2]",None,"[669, 22, 1, 'None', 'None', 'None']",,0,[],None,None
29219,"[1275, 42, 3]","[59, 1, 0, [10.0], 10.0, 10.0]","[50, 1, 0, 'None', 'None', 'None']",,0,[10.0],10.0,10.0
29220,"[2122, 70, 5]","[1362, 45, 3, [16.67, 13.33, 22.22], 17.41, 16.67]","[1950, 65, 5, 'None', 'None', 'None']",,0,"[16.67, 13.33, 22.22]",17.41,16.67
29221,None,None,None,None,None,[],None,None
29222,None,"[371, 12, 1, [18.5, 20.0], 19.25, 19.25]",None,,0,"[18.5, 20.0]",19.25,19.25
29223,None,"[0, 0, 0, [17.5], 17.5, 17.5]",None,,0,[17.5],17.5,17.5
29224,None,None,"[24, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29225,"[865, 28, 2]","[0, 0, 0, [19.44], 19.44, 19.44]","[363, 12, 0, 'None', 'None', 'None']",,0,[19.44],19.44,19.44
29226,None,None,"[25, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29227,None,None,None,None,None,[],None,None
29228,None,None,"[313, 10, 0, 'None', 'None', 'None']",,0,[],None,None
29229,None,None,"[438, 14, 1, 'None', 'None', 'None']",,0,[],None,None
29230,None,None,"[47, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29231,None,None,"[68, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29232,"[55, 1, 0]",None,"[54, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29233,"[383, 12, 1]",None,"[208, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29234,None,None,"[67, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29235,None,"[62, 2, 0, [20.0], 20.0, 20.0]",None,,0,[20.0],20.0,20.0
29236,None,"[33, 1, 0, [17.0, 15.0], 16.0, 16.0]",None,,0,"[17.0, 15.0]",16.0,16.0
29237,None,None,"[202, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29238,None,None,"[59, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29239,None,"[52, 1, 0, [30.0, 14.0], 22.0, 22.0]","[160, 5, 0, 'None', 'None', 'None']",,0,"[30.0, 14.0]",22.0,22.0
29240,"[62, 2, 0]",None,"[55, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29241,"[60, 2, 0]",None,"[53, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29242,"[103, 3, 0]",None,"[100, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29243,"[303, 10, 0]",None,"[261, 8, 0, 'None', 'None', 'None']",,0,[],None,None
29244,"[368, 12, 1]",None,"[350, 11, 0, 'None', 'None', 'None']",,0,[],None,None
29245,"[1859, 61, 5]","[1808, 60, 4, [5.0, 3.33], 4.17, 4.17]","[1805, 60, 4, 'None', 'None', 'None']",,0,"[5.0, 3.33]",4.17,4.17
29246,None,"[0, 0, 0, [20.0], 20.0, 20.0]","[165, 5, 0, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29247,"[65, 2, 0]",None,"[84, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29248,None,None,"[42, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29249,"[130, 4, 0]",None,"[134, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29250,None,None,"[22, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29251,"[36, 1, 0]",None,"[16, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29252,"[585, 19, 1]",None,"[581, 19, 1, 'None', 'None', 'None']",,0,[],None,None
29253,"[1543, 51, 4]",None,"[150, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29254,None,"[0, 0, 0, [39.0, 39.0, 39.0, 39.0], 39.0, 39.0]","[236, 7, 0, 'None', 'None', 'None']",,0,"[39.0, 39.0, 39.0, 39.0]",39.0,39.0
29255,None,None,None,None,None,[],None,None
29256,None,"[0, 0, 0, [65.0], 65.0, 65.0]","[297, 9, 0, 'None', 'None', 'None']",,0,[65.0],65.0,65.0
29257,"[94, 3, 0]",None,"[47, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29258,None,None,None,None,None,[],None,None
29259,None,None,"[727, 24, 1, 'None', 'None', 'None']",,0,[],None,None
29260,None,None,"[443, 14, 1, 'None', 'None', 'None']",,0,[],None,None
29261,"[349, 11, 0]",None,"[116, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29262,None,"[662, 22, 1, [30.0, 10.0, 10.0], 16.67, 10.0]","[1523, 50, 4, 'None', 'None', 'None']",,0,"[30.0, 10.0, 10.0]",16.67,10.0
29263,None,None,"[25, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29264,"[36, 1, 0]",None,"[18, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29265,"[352, 11, 0]",None,"[347, 11, 0, 'None', 'None', 'None']",,0,[],None,None
29266,None,None,"[314, 10, 0, 'None', 'None', 'None']",,0,[],None,None
29267,"[1449, 48, 3]","[236, 7, 0, [22.22], 22.22, 22.22]","[28, 0, 0, 'None', 'None', 'None']",,0,[22.22],22.22,22.22
29268,"[111, 3, 0]",None,"[45, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29269,None,None,"[26, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29270,None,None,"[80, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29271,"[191, 6, 0]",None,"[161, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29272,"[87, 2, 0]",None,"[45, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29273,"[908, 30, 2]",None,"[654, 21, 1, 'None', 'None', 'None']",,0,[],None,None
29274,None,None,"[130, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29275,"[783, 26, 2]",None,"[64, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29276,None,"[0, 0, 0, [35.7], 35.7, 35.7]","[851, 28, 2, 'None', 'None', 'None']",,0,[35.7],35.7,35.7
29277,None,None,"[174, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29278,None,None,"[72, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29279,None,None,"[61, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29280,"[621, 20, 1]","[64, 2, 0, [20.0, 18.0], 19.0, 19.0]","[620, 20, 1, 'None', 'None', 'None']",,0,"[20.0, 18.0]",19.0,19.0
29281,None,None,"[21, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29282,None,None,"[61, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29283,"[30, 1, 0]",None,"[25, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29284,"[147, 4, 0]",None,"[79, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29285,None,None,"[45, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29286,"[52, 1, 0]",None,"[47, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29287,None,None,"[26, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29288,None,None,"[61, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29289,None,None,"[184, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29290,None,"[129, 4, 0, [45.0], 45.0, 45.0]","[136, 4, 0, 'None', 'None', 'None']",,0,[45.0],45.0,45.0
29291,"[146, 4, 0]",None,"[124, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29292,None,None,"[39, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29293,"[201, 6, 0]",None,"[25, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29294,None,"[0, 0, 0, [35.0, 19.0], 27.0, 27.0]","[77, 2, 0, 'None', 'None', 'None']",,0,"[35.0, 19.0]",27.0,27.0
29295,None,None,"[61, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29296,"[746, 24, 2]","[176, 5, 0, [65.0], 65.0, 65.0]","[573, 19, 1, 'None', 'None', 'None']",,0,[65.0],65.0,65.0
29297,None,None,None,None,None,[],None,None
29298,None,"[171, 5, 0, [32.0, 32.0, 32.0], 32.0, 32.0]","[186, 6, 0, 'None', 'None', 'None']",,0,"[32.0, 32.0, 32.0]",32.0,32.0
29299,"[2303, 76, 6]",None,"[2284, 76, 6, 'None', 'None', 'None']",,0,[],None,None
29300,None,"[18, 0, 0, [25.0], 25.0, 25.0]",None,,0,[25.0],25.0,25.0
29301,"[76, 2, 0]",None,"[246, 8, 0, 'None', 'None', 'None']",,0,[],None,None
29302,"[935, 31, 2]",None,None,,0,[],None,None
29303,"[190, 6, 0]",None,"[204, 6, 0, 'None', 'None', 'None']",,0,[],None,None
29304,None,None,"[33, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29305,None,"[0, 0, 0, [75.0], 75.0, 75.0]","[0, 0, 0, 'None', 'None', 'None']",,0,[75.0],75.0,75.0
29306,None,"[0, 0, 0, [20.0], 20.0, 20.0]","[31, 1, 0, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29307,None,None,"[153, 5, 0, 'None', 'None', 'None']",,0,[],None,None
29308,"[2629, 87, 7]","[2642, 88, 7, [50.0], 50.0, 50.0]","[2679, 89, 7, 'None', 'None', 'None']",,0,[50.0],50.0,50.0
29309,None,None,"[22, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29310,None,None,"[285, 9, 0, 'None', 'None', 'None']",,0,[],None,None
29311,"[89, 2, 0]",None,"[42, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29312,"[675, 22, 1]","[116, 3, 0, [25.0], 25.0, 25.0]","[132, 4, 0, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
29313,None,None,"[371, 12, 1, 'None', 'None', 'None']",,0,[],None,None
29314,"[366, 12, 1]",None,"[33, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29315,None,None,None,None,None,[],None,None
29316,"[102, 3, 0]",None,None,,0,[],None,None
29317,None,None,None,None,None,[],None,None
29318,"[42, 1, 0]",None,"[67, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29319,None,"[67, 2, 0, [30.0, 30.0], 30.0, 30.0]","[196, 6, 0, 'None', 'None', 'None']",,0,"[30.0, 30.0]",30.0,30.0
29320,"[144, 4, 0]",None,"[82, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29321,"[172, 5, 0]",None,"[149, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29322,"[389, 12, 1]",None,"[387, 12, 1, 'None', 'None', 'None']",,0,[],None,None
29323,None,"[67, 2, 0, [25.0], 25.0, 25.0]","[73, 2, 0, 'None', 'None', 'None']",,0,[25.0],25.0,25.0
29324,None,None,"[70, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29325,"[172, 5, 0]",None,"[109, 3, 0, 'None', 'None', 'None']",,0,[],None,None
29326,"[267, 8, 0]","[156, 5, 0, [15.0], 15.0, 15.0]","[269, 8, 0, 'None', 'None', 'None']",,0,[15.0],15.0,15.0
29327,None,None,"[0, 0, 0, 'None', 'None', 'None']",,0,[],None,None
29328,None,None,"[53, 1, 0, 'None', 'None', 'None']",,0,[],None,None
29329,None,None,"[565, 18, 1, 'None', 'None', 'None']",,0,[],None,None
29330,None,None,"[127, 4, 0, 'None', 'None', 'None']",,0,[],None,None
29331,None,None,"[73, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29332,"[259, 8, 0]",None,"[300, 10, 0, 'None', 'None', 'None']",,0,[],None,None
29333,None,None,"[550, 18, 1, 'None', 'None', 'None']",,0,[],None,None
29334,None,None,"[83, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29335,"[106, 3, 0]",None,"[76, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29336,None,"[0, 0, 0, [20.0], 20.0, 20.0]","[29, 0, 0, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29337,None,"[0, 0, 0, [20.0], 20.0, 20.0]","[123, 4, 0, 'None', 'None', 'None']",,0,[20.0],20.0,20.0
29338,"[67, 2, 0]",None,"[68, 2, 0, 'None', 'None', 'None']",,0,[],None,None
29339,"[148, 4, 0]",None,None,,0,[],None,None
